Page has no outgoing links
PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Depth,No. of internal outlinks,No. of external outlinks
40,https://www.cabinetdigital.fr/logiciels/control_fec/,,text/html; charset=utf-8,true,200,0,https://www.cabinetdigital.fr/sitemap.xml/,0,0,0,0,0,0,0,0
40,https://www.cabinetdigital.fr/logiciels/infogreffe/,Infogreffe | Découvrir la fiche de la solution,text/html; charset=utf-8,true,200,0,https://www.cabinetdigital.fr/sitemap.xml/,0,0,0,0,0,0,0,0
40,https://www.cabinetdigital.fr/logiciels/cegid_quadra_entreprise/,Cegid Quadra Entreprise | Découvrir la fiche de la solution,text/html; charset=utf-8,true,200,0,https://www.cabinetdigital.fr/sitemap.xml/,0,0,0,0,0,0,0,0
40,https://www.cabinetdigital.fr/logiciels/talentia_rh/,,text/html; charset=utf-8,true,200,0,https://www.cabinetdigital.fr/sitemap.xml/,0,0,0,0,0,0,0,0
40,https://www.cabinetdigital.fr/logiciels/legalcity/,LegalCity | Découvrir la fiche de la solution,text/html; charset=utf-8,true,200,7,https://www.cabinetdigital.fr/sitemap.xml/,0,0,0,0,0,0,0,0
40,https://www.cabinetdigital.fr/logiciels/hubtimize/,Hubtimize | Découvrir la fiche de la solution,text/html; charset=utf-8,true,200,0,https://www.cabinetdigital.fr/sitemap.xml/,0,0,0,0,0,0,0,0
1,https://www.cabinetdigital.fr/ia/modeles/gpt_4o/,GPT-4o | Découvrir la fiche du modèle LLM,text/html; charset=utf-8,true,200,0,https://www.cabinetdigital.fr/sitemap.xml/,0,0,0,0,0,0,0,0
1,https://www.cabinetdigital.fr/ia/modeles/llama-3-3/,Llama 3.3 | Découvrir la fiche du modèle LLM,text/html; charset=utf-8,true,200,0,https://www.cabinetdigital.fr/sitemap.xml/,0,0,0,0,0,0,0,0
1,https://www.cabinetdigital.fr/ia/modeles/gpt-o3-mini/,GPT-o3 mini | Découvrir la fiche du modèle LLM,text/html; charset=utf-8,true,200,0,https://www.cabinetdigital.fr/sitemap.xml/,0,0,0,0,0,0,0,0
1,https://www.cabinetdigital.fr/ia/outils/lovable_dev/,Lovable.dev | Découvrir la fiche de cette solution d'IA,text/html; charset=utf-8,true,200,0,https://www.cabinetdigital.fr/sitemap.xml/,0,0,0,0,0,0,0,0
1,https://www.cabinetdigital.fr/ia/modeles/deepseek-v3/,DeepSeek v3 | Découvrir la fiche du modèle LLM,text/html; charset=utf-8,true,200,0,https://www.cabinetdigital.fr/sitemap.xml/,0,0,0,0,0,0,0,0
1,https://www.cabinetdigital.fr/ia/modeles/deepseek-r1/,DeepSeek R1 | Découvrir la fiche du modèle LLM,text/html; charset=utf-8,true,200,0,https://www.cabinetdigital.fr/sitemap.xml/,0,0,0,0,0,0,0,0
1,https://www.cabinetdigital.fr/ia/outils/bolt_new/,Bolt.new | Découvrir la fiche de cette solution d'IA,text/html; charset=utf-8,true,200,0,https://www.cabinetdigital.fr/sitemap.xml/,0,0,0,0,0,0,0,0
1,https://www.cabinetdigital.fr/ia/outils/windsurf/,Windsurf | Découvrir la fiche de cette solution d'IA,text/html; charset=utf-8,true,200,0,https://www.cabinetdigital.fr/sitemap.xml/,0,0,0,0,0,0,0,0
1,https://www.cabinetdigital.fr/ia/outils/chatgpt/,ChatGPT | Découvrir la fiche de cette solution d'IA,text/html; charset=utf-8,true,200,0,https://www.cabinetdigital.fr/sitemap.xml/,0,0,0,0,0,0,0,0
1,https://www.cabinetdigital.fr/ia/outils/notebooklm/,NotebookLM | Découvrir la fiche de cette solution d'IA,text/html; charset=utf-8,true,200,0,https://www.cabinetdigital.fr/sitemap.xml/,0,0,0,0,0,0,0,0
1,https://www.cabinetdigital.fr/ia/modeles/claude-sonnet/,Claude Sonnet 3.5 | Découvrir la fiche du modèle LLM,text/html; charset=utf-8,true,200,0,https://www.cabinetdigital.fr/sitemap.xml/,0,0,0,0,0,0,0,0
1,https://www.cabinetdigital.fr/ia/modeles/gpt4o-mini/,GPT-4o mini | Découvrir la fiche du modèle LLM,text/html; charset=utf-8,true,200,0,https://www.cabinetdigital.fr/sitemap.xml/,0,0,0,0,0,0,0,0
1,https://www.cabinetdigital.fr/outils/,,text/html; charset=utf-8,true,200,0,https://www.cabinetdigital.fr/sitemap.xml/,0,0,0,0,0,0,0,0
1,https://www.cabinetdigital.fr/ia/outils/claude/,Claude | Découvrir la fiche de cette solution d'IA,text/html; charset=utf-8,true,200,0,https://www.cabinetdigital.fr/sitemap.xml/,0,0,0,0,0,0,0,0
1,https://www.cabinetdigital.fr/ia/modeles/gemini-flash/,Gemini 2.0 Flash | Découvrir la fiche du modèle LLM,text/html; charset=utf-8,true,200,0,https://www.cabinetdigital.fr/sitemap.xml/,0,0,0,0,0,0,0,0


Page has links to broken page

PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Depth,Internal outlinks to 4xx,Internal outlinks codes (4xx),No. of internal outlinks to 4xx,External outlinks to 4xx,External outlinks codes (4xx),No. of external outlinks to 4xx
60,https://www.cabinetdigital.fr/logiciels/anikop_expert/,Anikop Expert | Découvrir la fiche de la solution,text/html; charset=utf-8,true,200,0,0,,,0,"https://www.anikop.com/logiciel-expert-comptable
https://www.anikop.com/logiciel-gestion-interne-expert-comptable","404
404",2
40,https://www.cabinetdigital.fr/logiciels/smartsheet/,Smartsheet | Découvrir la fiche de la solution,text/html; charset=utf-8,true,200,0,0,,,0,https://fr.smartsheet.com/,404,1


Title tag missing or empty
PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Depth,Title length,No. of titles,Is indexable page
90,https://www.cabinetdigital.fr/liste-logiciels-experts-comptables/,,text/html; charset=utf-8,true,200,0,3,,0,true
50,https://www.cabinetdigital.fr/blog/portail-client-expert-comptable/,,text/html; charset=utf-8,true,200,0,6,,0,true
50,https://www.cabinetdigital.fr/categorie/solution_h%C3%A9bergement/r/recvuqPwr2oHnAm7U/,,text/html; charset=utf-8,true,200,0,2,,0,true
40,https://www.cabinetdigital.fr/logiciels/sage_x3/,,text/html; charset=utf-8,true,200,0,0,,0,true
40,https://www.cabinetdigital.fr/logiciels/control_fec/,,text/html; charset=utf-8,true,200,0,0,,0,true
40,https://www.cabinetdigital.fr/logiciels/talentia_rh/,,text/html; charset=utf-8,true,200,0,0,,0,true
20,https://www.cabinetdigital.fr/logiciels/legalcity/alternatives/,,text/html; charset=utf-8,true,200,0,1,,0,true
20,https://www.cabinetdigital.fr/logiciels/cegid_quadra/alternatives/,,text/html; charset=utf-8,true,200,0,1,,0,true
20,https://www.cabinetdigital.fr/logiciels/infogreffe/alternatives/,,text/html; charset=utf-8,true,200,0,1,,0,true
20,https://www.cabinetdigital.fr/logiciels/cegid_quadra_entreprise/alternatives/,,text/html; charset=utf-8,true,200,0,1,,0,true
20,https://www.cabinetdigital.fr/logiciels/regate/alternatives/,,text/html; charset=utf-8,true,200,0,1,,0,true
20,https://www.cabinetdigital.fr/logiciels/ged_expert/alternatives/,,text/html; charset=utf-8,true,200,0,1,,0,true
10,https://www.cabinetdigital.fr/logiciels/conformexpert/alternatives/,,text/html; charset=utf-8,true,200,0,1,,0,true
10,https://www.cabinetdigital.fr/logiciels/easyteo/alternatives/,,text/html; charset=utf-8,true,200,0,1,,0,true
10,https://www.cabinetdigital.fr/logiciels/jedataviz/alternatives/,,text/html; charset=utf-8,true,200,0,1,,0,true
10,https://www.cabinetdigital.fr/logiciels/hubtimize/alternatives/,,text/html; charset=utf-8,true,200,0,1,,0,true
1,https://www.cabinetdigital.fr/media/logos/o_work.webp/,,text/html; charset=utf-8,true,200,0,2,,0,true
1,https://www.cabinetdigital.fr/media/providers/Anthropic-AI_1_9HByeVX.png/,,text/html; charset=utf-8,true,200,0,3,,0,true
1,https://www.cabinetdigital.fr/media/providers/DeepSeek-Emblem_N6sNXKw.png/,,text/html; charset=utf-8,true,200,0,3,,0,true
1,https://www.cabinetdigital.fr/media/logos/paie_expert.webp/,,text/html; charset=utf-8,true,200,0,2,,0,true
1,https://www.cabinetdigital.fr/media/providers/google-color_SuGa8RJ.png/,,text/html; charset=utf-8,true,200,0,3,,0,true
1,https://www.cabinetdigital.fr/media/logos/logo-noir-vert_usage-fond-blanc-_1_.webp/,,text/html; charset=utf-8,true,200,0,2,,0,true
1,https://www.cabinetdigital.fr/actualites/nouveau_calendrier_de_la_facturation_electronique/,,text/html; charset=utf-8,true,200,0,0,,0,true
1,https://www.cabinetdigital.fr/media/logos/jedataviz.webp/,,text/html; charset=utf-8,true,200,0,2,,0,true
1,https://www.cabinetdigital.fr/actualites/visma_consolide_sa_position_en_france_avec_l_acqu/,,text/html; charset=utf-8,true,200,0,0,,0,true
1,https://www.cabinetdigital.fr/robots.txt/,,text/html; charset=utf-8,false,200,0,2,,0,true
1,https://www.cabinetdigital.fr/media/logos/sobank.webp/,,text/html; charset=utf-8,true,200,0,2,,0,true
1,https://www.cabinetdigital.fr/outils/sftp-script-generateur/,,text/html; charset=utf-8,true,200,0,3,,0,true
1,https://www.cabinetdigital.fr/media/providers/pngimg_y870NS2.com_-_meta_PNG5.png/,,text/html; charset=utf-8,true,200,0,3,,0,true
1,https://www.cabinetdigital.fr/outils/,,text/html; charset=utf-8,true,200,0,0,,0,true
1,https://www.cabinetdigital.fr/media/providers/ChatGPT-Logo.svg.png/,,text/html; charset=utf-8,true,200,0,3,,0,true

Duplicate pages without canonical
PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Depth,Is indexable page,Canonical URL,Canonical URL code,No. of canonical inlinks,Content hash,No. of pages having the same content,Meta description,H1
1,https://www.cabinetdigital.fr/media/logos/o_work.webp/,,text/html; charset=utf-8,true,200,0,2,true,,,0,1243251088750583236,12,,404 - Page non trouvée
1,https://www.cabinetdigital.fr/media/providers/Anthropic-AI_1_9HByeVX.png/,,text/html; charset=utf-8,true,200,0,3,true,,,0,1243251088750583236,12,,404 - Page non trouvée
1,https://www.cabinetdigital.fr/media/providers/DeepSeek-Emblem_N6sNXKw.png/,,text/html; charset=utf-8,true,200,0,3,true,,,0,1243251088750583236,12,,404 - Page non trouvée
1,https://www.cabinetdigital.fr/media/logos/paie_expert.webp/,,text/html; charset=utf-8,true,200,0,2,true,,,0,1243251088750583236,12,,404 - Page non trouvée
1,https://www.cabinetdigital.fr/media/providers/google-color_SuGa8RJ.png/,,text/html; charset=utf-8,true,200,0,3,true,,,0,1243251088750583236,12,,404 - Page non trouvée
1,https://www.cabinetdigital.fr/media/logos/logo-noir-vert_usage-fond-blanc-_1_.webp/,,text/html; charset=utf-8,true,200,0,2,true,,,0,1243251088750583236,12,,404 - Page non trouvée
90,https://www.cabinetdigital.fr/liste-logiciels-experts-comptables/,,text/html; charset=utf-8,true,200,0,3,true,,,0,1243251088750583236,12,,404 - Page non trouvée
1,https://www.cabinetdigital.fr/media/logos/jedataviz.webp/,,text/html; charset=utf-8,true,200,0,2,true,,,0,1243251088750583236,12,,404 - Page non trouvée
50,https://www.cabinetdigital.fr/blog/portail-client-expert-comptable/,,text/html; charset=utf-8,true,200,0,6,true,,,0,1243251088750583236,12,,404 - Page non trouvée
50,https://www.cabinetdigital.fr/categorie/solution_h%C3%A9bergement/r/recvuqPwr2oHnAm7U/,,text/html; charset=utf-8,true,200,0,2,true,,,0,1243251088750583236,12,,404 - Page non trouvée
1,https://www.cabinetdigital.fr/media/logos/sobank.webp/,,text/html; charset=utf-8,true,200,0,2,true,,,0,1243251088750583236,12,,404 - Page non trouvée
1,https://www.cabinetdigital.fr/media/providers/pngimg_y870NS2.com_-_meta_PNG5.png/,,text/html; charset=utf-8,true,200,0,3,true,,,0,1243251088750583236,12,,404 - Page non trouvée
10,https://www.cabinetdigital.fr/logiciels/conformexpert/alternatives/,,text/html; charset=utf-8,true,200,0,1,true,,,0,36946694374931917,17,,
10,https://www.cabinetdigital.fr/logiciels/easyteo/alternatives/,,text/html; charset=utf-8,true,200,0,1,true,,,0,36946694374931917,17,,
40,https://www.cabinetdigital.fr/logiciels/sage_x3/,,text/html; charset=utf-8,true,200,0,0,true,,,0,36946694374931917,17,,
20,https://www.cabinetdigital.fr/logiciels/legalcity/alternatives/,,text/html; charset=utf-8,true,200,0,1,true,,,0,36946694374931917,17,,
10,https://www.cabinetdigital.fr/logiciels/jedataviz/alternatives/,,text/html; charset=utf-8,true,200,0,1,true,,,0,36946694374931917,17,,
20,https://www.cabinetdigital.fr/logiciels/cegid_quadra/alternatives/,,text/html; charset=utf-8,true,200,0,1,true,,,0,36946694374931917,17,,
20,https://www.cabinetdigital.fr/logiciels/infogreffe/alternatives/,,text/html; charset=utf-8,true,200,0,1,true,,,0,36946694374931917,17,,
1,https://www.cabinetdigital.fr/actualites/nouveau_calendrier_de_la_facturation_electronique/,,text/html; charset=utf-8,true,200,0,0,true,,,0,36946694374931917,17,,
40,https://www.cabinetdigital.fr/logiciels/control_fec/,,text/html; charset=utf-8,true,200,0,0,true,,,0,36946694374931917,17,,
10,https://www.cabinetdigital.fr/logiciels/hubtimize/alternatives/,,text/html; charset=utf-8,true,200,0,1,true,,,0,36946694374931917,17,,
1,https://www.cabinetdigital.fr/actualites/visma_consolide_sa_position_en_france_avec_l_acqu/,,text/html; charset=utf-8,true,200,0,0,true,,,0,36946694374931917,17,,
20,https://www.cabinetdigital.fr/logiciels/cegid_quadra_entreprise/alternatives/,,text/html; charset=utf-8,true,200,0,1,true,,,0,36946694374931917,17,,
1,https://www.cabinetdigital.fr/outils/sftp-script-generateur/,,text/html; charset=utf-8,true,200,0,3,true,,,0,36946694374931917,17,,
40,https://www.cabinetdigital.fr/logiciels/talentia_rh/,,text/html; charset=utf-8,true,200,0,0,true,,,0,36946694374931917,17,,
20,https://www.cabinetdigital.fr/logiciels/regate/alternatives/,,text/html; charset=utf-8,true,200,0,1,true,,,0,36946694374931917,17,,
1,https://www.cabinetdigital.fr/media/providers/ChatGPT-Logo.svg.png/,,text/html; charset=utf-8,true,200,0,3,true,,,0,36946694374931917,17,,
20,https://www.cabinetdigital.fr/logiciels/ged_expert/alternatives/,,text/html; charset=utf-8,true,200,0,1,true,,,0,36946694374931917,17,,
