Solution,Description,Editeur,Catégorie,Site,URL Vidéo,SEO:Slug
Bridge,"Suite de produits financiers accessible en API.
L'API pour Bridge fait référence à un ensemble de règles et de protocoles qui permettent aux développeurs d'intégrer les produits et services de Bridge dans leurs propres applications ou sites web. Il s'agit d'une interface de programmation qui agit comme une passerelle entre les applications de Bridge et d'autres logiciels ou applications.
Bridge propose une série d'APIs pour différents produits et services :

Liste des fonctionnalités de la solution
- Bridge Pay : Permet des paiements en un clic en toute sécurité.
- Bridge Pay by Link : Accepte les paiements rapidement grâce à une solution low-code.
- Bridge Aggregation : Offre une connexion à tous les types de comptes bancaires de vos clients.
- Bridge Account Check : Vérifie facilement les informations du titulaire d'un compte bancaire.
- Bridge Decisioning : Analyse les habitudes et les comportements de consommation de vos clients.
- Bridge Data Enrichment : Donne accès à des données bancaires enrichies, catégorisées et nettoyées.
- Facilité de paiements inter-entreprises : Initiation de paiements multiples en quelques clics.
- Collecte simplifiée des paiements : Création de liens de paiements directs dans le logiciel de gestion.
- Gestion de trésorerie et réconciliation automatique : Permet une gestion simplifiée des finances avec un accès sécurisé à une donnée bancaire fiable.

Liste des avantages
- Automatisation de la saisie comptable : Dégage du temps pour les tâches à forte valeur ajoutée et la prise de décision.
- Gestion facilitée des finances : Propose une vision simplifiée et en temps réel des finances et automatise toutes les opérations de rapprochement bancaire et de reporting.
- Réduction des retards ou des erreurs de paiement : Grâce à un meilleur suivi du paiement des factures.
- Solution de paiement intégrée : Payez et faites-vous payer avec Bridge Pay pour des parcours de paiement simplifiés et optimisés.
- Connexion à tous les types de comptes bancaires : Optimise le parcours de synchronisation pour vos conversions.
- Accès à des données bancaires enrichies : Améliore l'analyse financière et consolide vos services et produits.
- Vérification simplifiée des informations bancaires : Propose des parcours d'onboarding (KYC, KYB) fluides et sans coutures.
",Bridge,Facturation & paiement,https://bridgeapi.io/,https://www.youtube.com/watch?v=GUojZ64-VsA&t=1s,bridge
Cegid Conciliator,"Solution de saisie comptable par OCR.

La saisie comptable 100% automatique.​ Automatisez la production comptable de votre cabinet et éliminez les tâches routinières de saisie comptable 

Cette application est composée de :
- Génère automatiquement les écritures qui arrivent en flux continu dans votre comptabilité au fil de la réception des documents
- Capture instantanément les documents par application mobile, dépôt sur un espace Web sécurisé, e-mail, scanner chez vos clients, ou en masse au cabinet. Elle s'interconnecte en API avec les portails clients du marché.
- Processus de découpe, fusion et de classement automatisé​.
- Un abonnement sur 12 ou 36 mois pour les cabinets

Les avantages de la solution :
- Des données comptables en temps réel pour enrichir les conseils donnés à vos clients à partir de données précises sur leurs achats​​
- Lit toutes les lignes de la facture y compris les quantités et les tarifs unitaires. 
- S’appuie sur un apprentissage machine intelligent qui prend en compte les particularités du plan comptable utilisé.
- Fiabilité maximale avec plus de 70 points de contrôles automatiques de chaque facture (TVA, cohérence des quantités et montants, etc.).​

Aller plus loin :
- Contacter leur service commercial : https://www.cegid.com/fr/contact
- Demandez votre webdémo : https://www.cegid.com/fr/lp-cpa-webdemo-decouvrir-cegid-conciliator/",Cegid,Automatisation comptable,https://www.cegid.com/fr/produits/cegid-conciliator/,https://www.youtube.com/watch?v=ZJCRdXt5obM,cegid_conciliator
Cegid Devis Factures,"Logiciel de facturation en ligne de CEGID. Cegid Devis Factures  permet de renforcer la trésorerie de votre entreprise en payant vos factures sous 48h.

Fonctionnalités :
- Création de compte facile et rapide
- Facturation en ligne simple et rapide
- Financement de factures en un clic
- Paiement des factures sous 48h après confirmation du client

Avantages :
- Renforcement de la trésorerie immédiat
- Solution rapide, claire et efficace pour la gestion et la facturation
- Accompagnement par les conseillers inclus",Cegid,Facturation & paiement,https://www.cegid.com/fr/produits/cegid-devis-factures/,https://www.youtube.com/watch?v=8pdfvZVxV5E,cegid_devis_factures
Cegid Quadra Entreprise,"Solution complète et adaptable de gestion pour les PME.
Conçue pour automatiser et simplifier la gestion quotidienne de votre entreprise, en mettant l'accent sur la conformité réglementaire. Elle permet une gestion intégrée des processus comptables, commerciaux et de paie, favorisant ainsi une meilleure prise de décision et optimisation du temps.

Liste des fonctionnalités

- Automatisation des tâches administratives: Réduction du temps passé sur les tâches chronophages liées à la comptabilité et à l'administration.
- Pilotage centralisé: Regroupe toutes les informations essentielles pour un pilotage efficace de l'entreprise en une seule vue.
- Optimisation de l'activité commerciale: Solution adaptable aux spécificités de chaque métier pour une productivité commerciale accrue.
- Conformité réglementaire :
    - Conformité aux réglementations en vigueur: Mises à jour régulières pour assurer la conformité continue avec les réglementations en cours.
    - Assistant de conformité intégré: Facilite la transition vers la réforme de la facturation électronique.
- Gestion comptable simplifiée :
    - Saisie à compte de résultat: Maîtrisez tous les aspects de votre comptabilité en toute simplicité.
    - Accès pour les experts-comptables: Permet un suivi facilité par votre expert-comptable.
- Gestion commerciale efficace :
    - Gestion complète de la chaîne de vente et d'achat: De la réception de la commande à la facturation, tout en passant par la planification et la gestion des stocks.
    - Relation client améliorée: Accès facilité aux informations relatives aux prospects et clients pour renforcer les relations.
- Gestion sécurisée de la paie :
    - Gestion complète de la paie: Du bulletin de paie aux statistiques sociales, gérez la paie en toute sécurité.
    - Mises à jour régulières: Assure la conformité avec les obligations légales en vigueur.

Avantages 

- Conformité garantie: Avec les évolutions réglementaires et législatives, assurant la légalité de tous vos documents et processus.
- Augmentation de la productivité :
    - Gain de temps: Réduction significative du temps consacré aux tâches administratives répétitives.
    - Optimisation des processus commerciaux: Facilite la planification et le suivi des activités commerciales.
- Sécurité :
    - Gestion sécurisée de la paie: Assure une gestion fiable de la paie, évitant les erreurs et garantissant la conformité.
    - Sauvegarde des données: Garantit une sécurité renforcée pour vos données sensibles.
- Facilité d'utilisation :
    - Accès facilité pour les experts-comptables: Facilite la collaboration avec vos conseillers externes.
    - Formation rapide: Découverte facile et rapide des fonctionnalités clés en une minute.",Cegid,Gestion comptable entreprise,https://www.cegid.com/fr/produits/cegid-quadra-entreprise/,https://youtu.be/DJvzL6FFKg0,cegid_quadra_entreprise
Cegid Loop,"Solution complète pour experts-comptables intégré à la suite Microsoft.

CEGID LOOP est une solution de gestion dans le Cloud qui facilite l'activité des experts-comptables et améliore leur relation client.

Les fonctionnalités de la solution :
- Gestion interne : Vue d'ensemble sur toutes les missions en cours, en automatisant les tâches récurrentes et en simplifiant le suivi des temps passés par les collaborateurs.
- Comptabilité : La reconnaissance automatique des écritures comptables vous permet de générer des écritures avec une grande précision et d'optimiser votre temps.
- Trésorerie : Vous pouvez suivre les mouvements de trésorerie, gérer les rapprochements bancaires et faciliter la communication avec vos clients sur ces sujets.
- Gestion électronique des documents (GED) : CEGID LOOP permet de centraliser les documents de vos clients dans une base de données sécurisée en ligne, accessible à tout moment et depuis n'importe quel appareil. Les documents sont classés automatiquement pour un accès facile et une recherche rapide.
- APIs et tableau de bord : Un ensemble d'APIs publiques pour connecter facilement vos applications tierces. 
- Collaboratif : CEGID LOOP facilite la communication et la collaboration avec vos clients en leur offrant un accès à une plateforme collaborative en ligne. Les clients peuvent facilement transmettre les documents et échanger des informations avec vous.

Les avantages de la solution :
- Collecte, reconnait et traite tous types de documents ou justificatifs comptables. Les écritures sont générées automatiquement avec 100% de fiabilité, sous votre contrôle.
- Gérez automatiquement la TVA. 
- Devenez plus réactifs et disponibles pour vos clients. CEGID LOOP vous permet d’établir une nouvelle relation 100% digitale et humaine avec vos clients. Vous partagez toutes les informations en temps réel et intervenez facilement à distance quand nécessaire.
- Avec Cegid Flow vous aurez une app mobile pour aider vos clients à vous transmettre leurs documents facilement au fil de l’eau, et leur donner une meilleure visibilité sur leur situation.
- Des APIs publiques pour connecter facilement vos applications tierces.

Aller plus loin :
- Demander une démo ou à être rappelé : https://www.cegid.com/fr/produits/cegid-loop/#form",Cegid,"Gestion comptable expert-comptable,Gestion interne,Portail client,Production sociale",https://www.cegid.com/fr/produits/cegid-loop/,https://www.youtube.com/watch?v=8_VQle9NBoo,cegid_loop
CEGID Talentsoft,"Suite RH complète de CEGID.
La solution Talentsoft de CEGID prend en charge l'administration RH, l'acquisition de talents, la gestion des talents et la formation.

Les fonctionnalités de Cegid RH :
- Gestion de la paie : gérer et de calculer la paie de manière automatisée, en respectant les obligations légales et en maîtrisant les évolutions.
- Dématérialisation RH : dématérialiser les processus RH, de la gestion des contrats à la gestion des notes de frais, en passant par la gestion des absences et des congés.
- Gestion des talents : gérer l'ensemble des processus liés aux talents, de l'acquisition à la gestion des carrières, en passant par la gestion des compétences et des entretiens professionnels.
- Formation : gérer les processus de formation, depuis la planification jusqu'à l'évaluation, en passant par la gestion des budgets et des inscriptions.
- Gestion des temps et des activités : gérer les temps de travail et les activités des collaborateurs, en respectant les obligations légales et en maîtrisant les évolutions.

Les avantages
- Gestion complète de l'ensemble des processus RH
- Maîtrise des évolutions et respect des obligations légales
- Centralisation des données RH
- Personnalisation des workflows et des indicateurs
- Interface intuitive et ergonomique pour les utilisateurs

Aller plus loin :
- Pour contacter Cegid RH ou demander une démo : https://www.cegid.com/fr/produits/cegid-talentsoft/#form
",Cegid,Ressources Humaines,https://www.cegid.com/fr/lp/lp-hcm-webdemo-produit-cegid-talentsoft-logiciel-gestion-recrutement-sea/,https://www.youtube.com/watch?v=iWlcCZIw6j0,cegid_talentsoft
ChamberSign,"Solution de signature électronique et de sécurisation des données.

ChamberSign garantit l’identité numérique professionnelle. Tiers de confiance son rôle est d’apporter confiance dans tous vos échanges numériques.  Autorité de certification, ChamberSign garantit l’identité numérique des experts-comptables, des collaborateurs, des cabinets et des clients. Ses outils répondent aux besoins d’authentification, de signature électronique et de sécurisation des données.

Fonctionnalités :
- Une gamme de solutions d'identités numériques professionnelles, de signatures électroniques et de cachets électroniques qualifiés eIDAS et RGS ** ;
- Des logiciels pour optimiser les usages au sein du cabinet ;
- Un certificat électronique Eiducio+ pour une reconnaissance irréfutable de la qualité d'Expert-comptable et le renversement de la charge de la preuve pour tous les documents signés ;
- Un logiciel bureautique de signature électronique, sunnySign, pour signer en illimité tous les documents de façon autonome avec votre certificat électronique ;
- Un token, dokey, pour signer en totale mobilité sur tablette, smartphone ou PC ;
- Un parapheur numérique, doxecure, pour signer et faire signer à vos clients tout type de documents de façon illimitée en toute mobilité ;
- Des certificats électroniques personne physique pour répondre aux différentes réglementations RGS et eIDAS ;
- Un certificat ""Corporate"", cachet cabinet logiciel, conforme aux obligations du RGS* pour le scellement de tout type de documents ;
- Un certificat ""personne morale"", eurocomercio, pour dématérialiser vos factures électroniques et répondre à l'art 289 vii2° du CGI ;
- Un logiciel de scellement numérique, almetis signcenter, pour sceller en volume toutes vos factures et autres documents sans coût supplémentaire ;
- Une authentification forte et sécurisation de vos accès avec vos certificats électroniques (Experts-comptables ou collaborateurs) pour accéder de façon sécurisée à vos applications métiers.

Avantages :
- Interopérables avec les autres solutions de ChamberSign.
- Une signature électronique qualifiée au sens de la réglementation ayant les caractéristiques suivantes : une double fonction d'authentification forte et de signature numérique qualifiée, répondant aux exigences du RGS** et du règlement eIDAS.
- Un usage illimité sans surcoût permettant de sécuriser vos documents.
- Une authentification forte avec vos logiciels métier, intranet, extranet en utilisant notamment une technologie de type SmartLogon.",ChamberSign,Signature électronique,https://www.chambersign.fr/,https://www.youtube.com/watch?v=CDI44pNw0f8,chambersign
Coaxis,"Hébergeur spécialisé dans les solutions ACD.

Experts de l'externalisation des SI depuis plus de 20 ans maintenant, COAXIS héberge et accompagne au quotidien plus de 800 cabinets d'expertise comptable. Membre du Village Connecté, Coaxis est spécialisé dans l'intégration des solutions ACD.

Fonctionnalités :
- Hébergement et infogérance : hébergement du système d'information dans un cloud privé infogéré, sécurité et disponibilité des données, gestion de la maintenance et de l'assistance technique.
- Messagerie collaborative : messagerie professionnelle sécurisée, partage de calendriers et de contacts, gestion des tâches et des notes.
- Logiciels de gestion : ERP Divalto, PME-SAGE Ligne 100 et 50, Bâtiment-Batigest Connect, TPE/PME-EBP, WinePilot Vins & Spiritueux.
- Formations : formations pour les utilisateurs des solutions proposées.

Avantages :
- Solutions adaptées aux besoins spécifiques des Experts-Comptables en matière de sécurité, de transparence et de flexibilité.
- Permettent une transition numérique évolutive pour permettre aux cabinets de faire face aux nouvelles pratiques comme le télétravail.
- Assure la sécurité et la fiabilité des données de ses clients grâce à ses datacenters et ses engagements en matière de sécurité informatique.
- S'entoure de puissants acteurs du métier pour guider et accompagner au mieux ses clients.
- Offre complète de services interopérables.

Aller plus loin :
- Prendre contact avec eux : https://www.coaxis.com/contact",COAXIS,Hébergement,https://www.coaxis.com/solutions-experts-comptables,https://www.youtube.com/watch?v=F-bEQ3vB9uQ,coaxis
Comptabilité Expert,"Solution de production comptable du groupe ACD.

Productivité, optimisation, souplesse d’utilisation et richesse fonctionnelle font de Comptabilité Expert un outil global et performant qui réunit toutes les fonctions nécessaires à votre travail de gestion et à la réalisation de vos obligations.

Complet et évolutif, bénéficiant des meilleures innovations technologiques et des dernières évolutions légales, il optimise la tenue et la révision de la comptabilité de tout type de dossier, quel que soit son secteur d’activité.

La solution peut être en acquisition et hébergée sur vos serveurs, ou bien offert en SaaS via leur ACD On Demand.",ACD Groupe,Gestion comptable expert-comptable,https://www.acd-groupe.fr/comptabilite-expert/,"<span class=""badge badge-danger""><svg xmlns=""http://www.w3.org/2000/svg"" width=""16"" height=""16"" fill=""currentColor"" class=""bi bi-camera-video-off"" viewBox=""0 0 16 16"">   <path fill-rule=""evenodd"" d=""M10.961 12.365a1.99 1.99 0 0 0 .522-1.103l3.11 1.382A1 1 0 0 0 16 11.731V4.269a1 1 0 0 0-1.406-.913l-3.111 1.382A2 2 0 0 0 9.5 3H4.272l.714 1H9.5a1 1 0 0 1 1 1v6a1 1 0 0 1-.144.518l.605.847zM1.428 4.18A.999.999 0 0 0 1 5v6a1 1 0 0 0 1 1h5.014l.714 1H2a2 2 0 0 1-2-2V5c0-.675.334-1.272.847-1.634l.58.814zM15 11.73l-3.5-1.555v-4.35L15 4.269v7.462zm-4.407 3.56-10-14 .814-.58 10 14-.814.58z""/> </svg>&nbsp; Pas de vidéo de cette solution.</span>",comptabilité_expert
Conformexpert,"Plateforme de contrôle du FEC d'ECMA.

Conformexpert.com est la solution d'Examen de Conformité Fiscale des experts-comptables. Elle permet de couvrir toutes les étapes de la mission, depuis la contractualisation client jusqu'à la transmission du compte rendu à la DGFIP. Cette solution offre une automatisation du Compte Rendu de Mission ainsi qu'un examen du Fichier des Écritures Comptables (FEC) pour faciliter la conformité fiscale des entreprises. 
Les fonctionnalités de la solution :
- Création de la Lettre de Mission
- Contrôle automatisé du FEC
- Édition du Compte Rendu de Mission et transmission

Les avantages de la solution :
Pour le cabinet :
- Solution intuitive et accessible avec Comptexpert
- Offre ""clé en main"" permettant de créer la Lettre de Mission, de réaliser le contrôle du FEC et d'envoyer à la DGFIP le Compte Rendu de Mission au sein d'un même espace sans changer d'environnement
- Solution 100% en ligne : aucune installation ni paramétrage nécessaires
- Vérification de la conformité du FEC en adéquation avec la réglementation en vigueur
- Nouvelle mission pour votre cabinet pour accompagner vos clients même en révision

Pour les clients entreprises :
- Réduction du risque de contrôle fiscal par la prise en compte de l'existence d'un ECF par la DGFIP pour établir la programmation des contrôles fiscaux
- Aucune pénalité ni intérêt de retard (mention expresse) en cas de CRM valide
- Remboursement de la fraction des honoraires attachés au point d'audit faisant l'objet d'un redressement
- Amélioration de l'image de l'entreprise à travers son civisme fiscal

Tarifs (03/2023) :
- Accès sans abonnement et sans engagement
- Authentification des utilisateurs avec Comptexpert
- Paiement par prélèvement ou virement trimestriel
- Test gratuit de la solution
- 2 analyses ECF offertes
- Tarifs variables selon le nombre de lignes du FEC, allant de 12€HT pour 1 FEC jusqu'à 360€HT pour 1 FEC entre 100 001 et 1 000 000 lignes

Aller plus loin :
- Demander une démo : https://app.plezi.co/landing_pages/623b04e3f420870b72778195/preview?tenant_id=5d9f390ff420873efb4f3edc",ECMA,Audit,https://conformexpert.com/,"<span class=""badge badge-danger""><svg xmlns=""http://www.w3.org/2000/svg"" width=""16"" height=""16"" fill=""currentColor"" class=""bi bi-camera-video-off"" viewBox=""0 0 16 16"">   <path fill-rule=""evenodd"" d=""M10.961 12.365a1.99 1.99 0 0 0 .522-1.103l3.11 1.382A1 1 0 0 0 16 11.731V4.269a1 1 0 0 0-1.406-.913l-3.111 1.382A2 2 0 0 0 9.5 3H4.272l.714 1H9.5a1 1 0 0 1 1 1v6a1 1 0 0 1-.144.518l.605.847zM1.428 4.18A.999.999 0 0 0 1 5v6a1 1 0 0 0 1 1h5.014l.714 1H2a2 2 0 0 1-2-2V5c0-.675.334-1.272.847-1.634l.58.814zM15 11.73l-3.5-1.555v-4.35L15 4.269v7.462zm-4.407 3.56-10-14 .814-.58 10 14-.814.58z""/> </svg>&nbsp; Pas de vidéo de cette solution.</span>",conformexpert
CPEM,"Hébergeur pour les experts-comptables.

CPEM est une solution informatique spécialisée dans l'offre de services Cloud aux cabinets d'experts-comptables. Les clients de CPEM bénéficient d'un cloud privé de confiance et d'une offre sur mesure gérée par des experts qualifiés. CPEM dispose de 30 années d'expérience à offrir des solutions informatiques.

Liste des solutions :
- Fourniture du cloud privé personnalisé
- Hébergement des applications avec une compatibilité RGPD et des baies propres
- Sauvegardes et sécurisation des données garanties

Avantages :
- Une offre sur mesure pour répondre aux besoins spécifiques des cabinets d'experts-comptables
- Des solutions personnalisées allant de la fourniture du cloud privé à l'hébergement des applications
- Hébergement dans des baies propres et sous un système RGPD compatible
- Support technique technique assuré par des professionnels certifiés et qualifiés
- Partenariat avec les éditeurs et constructeurs de l'informatique pour s'assurer de la qualité de nos clients",CPEM,Hébergement,https://www.cpem.fr/,https://www.youtube.com/watch?v=cpAAcIaZOxE,cpem
Dayboard,"Outil de gestion interne en SAAS de l'éditeur MyUnisoft.

Dayboard, une gestion interne et de CRM en SaaS pour gérer et piloter votre cabinet, de l'éditeur MyUnisoft.

Cette application est composée :
- Solution de gestion interne en SaaS
- Construction d'offres de services intuitive pour les propositions de mission ponctuelles ou récurrentes. Du devis à lettre de mission avec vos conditions générales et les plans de répartition des travaux,
- Cycle client : dématérialisation de factures, encaissements et le suivi des encours pour réduite le crédit client et vos risque d’impayés. 
- Pilotage avec des analyses et projections pour un contrôle de production et la rentabilité des missions.

Les avantages de la solution :
- Simplifiez les transferts des données de gestion interne vers votre comptabilité MyUnisoft grâce à la récupération automatique par API des écritures comptables avec leurs pièces jointes au format Factur-X.
- Paiement en ligne via API GO CARDLESS pour générer automatiquement la gestion de vos mandats SEPA et le traitement de vos prélèvements SEPA.
- Connectez Jesignexpert en API pour la signature de vos lettres de mission pour permettre à Dayboard d’utiliser vos identifiants experts-comptables pour signer les missions.

Aller plus loin :
- Contactez directement MyUnisoft pour plus d'informations : hello@myunisoft.fr
",MyUnisoft,Gestion interne,https://www.linkedin.com/pulse/communiqu%25C3%25A9-myunisoft-d%25C3%25A9voile-sa-solution-de-gestion-interne-/?trackingId=oVLdeOv2RNu%2FwjUxFpAepw%3D%3D,https://www.youtube.com/watch?v=idF9svZB778,dayboard
Devizen,"Outil de création de Devis & Facturation pour Expert Comptable.
Devizen by Plus que PRO est un configurateur de devis 100% digital avec signature et paiement en ligne. Cette solution complète et unique pour votre business est conçue et adaptée pour tous les professionnels.

Fonctionnalités de Devizen :
- Deviseur en ligne : édition et génération automatique des devis
- CRM intuitif et facile : outil de gestion et de suivi intégré des fiches clients et prospect
- Outil de marketing digital : professionnalisation de vos outils grâce une interface simple et des modèles enregistrés
- Gestion juridique : personnalisation de vos contrats et CGV et signature électronique des documents
- Appli Web et mobile : retrouvez tout DEVIZEN au creux de vos mains
- Légal : contrats, lettre de mission et CGV conformes aux dispositions légales et harmonisés au sein du cabinet
- Administration : nombre de prospects et clients illimité, nombre d’utilisations et de sites illimités, 3 niveaux d’administration, marque blanche, sans engagement de durée, export CSV, mise à jour et sauvegarde automatique de l’application, compatibilité navigateur Chrome, sauvegarde automatique en France, sécurité des données – serveurs en France, appli mobile, support : tuto, FAQ et chat en ligne
- Marketing & Analyse : catégorisation et suivi des opportunités, envoi d’email et de SMS “one to one”, emailing et SMSing, suivi de l’activité sur la fiche prospect, gestion des doublons lors de la création d’un contact, lien Réseaux sociaux
- Vente : facturation et paiement en ligne, gestion du suivi des devis et contrats non signés – relance et suivi d’affaires, tableau de bord de suivi commercial personnalisable et exportable sous excel

Avantages :
- Gagnez du temps : construisez et réalisez vos offres commerciales de façon simple, ludique et efficace
- Des centaines de clients déjà conquis
- Des milliers de devis générés en quelques clics
- Une solution pensée pour optimiser la transformation de vos prospects en clients
- Vous paramétrez vos produits ou services et votre grille de tarifs
- Vous créez vos profils de clients et les conditions associées
- Vous concevez vos modèles de devis et de contrats à partir de modèles intégrés
- Vous personnalisez et professionnalisez vos documents
- Une solution complémentaire pour augmenter votre rentabilité
- Un accompagnement personnalisé par un coach spécialisé

Formulaire de contact : https://www.devizen.fr/contact-devizen/",Devizen,Facturation & paiement,https://www.devizen-avis.com/devis-facturation,https://www.youtube.com/watch?v=mddQekVyGek,devizen
DIA Client GI,"Solution de gestion interne de l'éditeur ACD.

- Simplifiez la mise en place des missions et budgets, planifiez vos charges et obligations et suivez leur avancement.
- Optimisez vos suivis de temps et de facturation, dématérialisez vos factures au format Factur-x, analysez l’activité du cabinet et la rentabilité de vos dossiers.
- Programmez automatiquement vos honoraires.",ACD Groupe,Gestion interne,https://www.acd-groupe.fr/dia-client-gi/,"<span class=""badge badge-danger""><svg xmlns=""http://www.w3.org/2000/svg"" width=""16"" height=""16"" fill=""currentColor"" class=""bi bi-camera-video-off"" viewBox=""0 0 16 16"">   <path fill-rule=""evenodd"" d=""M10.961 12.365a1.99 1.99 0 0 0 .522-1.103l3.11 1.382A1 1 0 0 0 16 11.731V4.269a1 1 0 0 0-1.406-.913l-3.111 1.382A2 2 0 0 0 9.5 3H4.272l.714 1H9.5a1 1 0 0 1 1 1v6a1 1 0 0 1-.144.518l.605.847zM1.428 4.18A.999.999 0 0 0 1 5v6a1 1 0 0 0 1 1h5.014l.714 1H2a2 2 0 0 1-2-2V5c0-.675.334-1.272.847-1.634l.58.814zM15 11.73l-3.5-1.555v-4.35L15 4.269v7.462zm-4.407 3.56-10-14 .814-.58 10 14-.814.58z""/> </svg>&nbsp; Pas de vidéo de cette solution.</span>",dia_client_gi
Dia Client GRC,"Solution de gestion de la relation client de l’éditeur ACD.

Organisez votre activité, communiquez avec vos clients, renforcez l’efficacité de vos collaborateurs, maîtrisez l’information client.

Les fonctionnalités de Dia Client GRC :
- Dossier permanent complet avec ajout personnalisable de rubriques
- Suivi évènementiel novateur reliant appels téléphoniques, emails reçus ou émis, courriers, documents numérisés, plannings, alarmes, comptes rendus de visite, actions
- Vues synthétiques multi-critères
- Listes multicritères puissantes et simples à mettre en œuvre
- Bureau évolutif et personnalisé
- Listes multicritères sur l'intégralité des champs GRC de la base
- Panières spécialisées du collaborateur ou d'un groupe
- Accès à la base documentaire du cabinet

Les avantages :
- Interconnexion avec les autres outils de l'éditeur ACD
- Dynamisation de la relation client
- Fédération des actions des collaborateurs autour du besoin client
- Détection de nouvelles missions
- Organisation de l'activité
- Renforcement de l'efficacité des collaborateurs
- Maîtrise et dynamisation de l'information client
- Communication naturelle
- Sécurité des accès et des fonctions

Aller plus loin :
- Contacter ACD : https://www.acd-groupe.fr/contact/",ACD Groupe,CRM,https://www.acd-groupe.fr/solution-expert-comptable/dia-client-grc/,"<span class=""badge badge-danger""><svg xmlns=""http://www.w3.org/2000/svg"" width=""16"" height=""16"" fill=""currentColor"" class=""bi bi-camera-video-off"" viewBox=""0 0 16 16"">   <path fill-rule=""evenodd"" d=""M10.961 12.365a1.99 1.99 0 0 0 .522-1.103l3.11 1.382A1 1 0 0 0 16 11.731V4.269a1 1 0 0 0-1.406-.913l-3.111 1.382A2 2 0 0 0 9.5 3H4.272l.714 1H9.5a1 1 0 0 1 1 1v6a1 1 0 0 1-.144.518l.605.847zM1.428 4.18A.999.999 0 0 0 1 5v6a1 1 0 0 0 1 1h5.014l.714 1H2a2 2 0 0 1-2-2V5c0-.675.334-1.272.847-1.634l.58.814zM15 11.73l-3.5-1.555v-4.35L15 4.269v7.462zm-4.407 3.56-10-14 .814-.58 10 14-.814.58z""/> </svg>&nbsp; Pas de vidéo de cette solution.</span>",dia_client_grc
Docaposte,"Solution de signature électronique de Docaposte. Elle permet d'accélérer la dématérialisation des processus de votre entreprise en offrant une solution simple, robuste et conforme à la réglementation.

Fonctionnalités :
- Différentes signatures : simple, avancée, qualifiée
- Des APIs disponibles
- Des projets sur-mesure développés selon vos besoins et contraintes techniques
- La capture et le contrôle documentaire du titre d’identité, la reconnaissance faciale
- L’Identité Numérique La Poste
- Le mode déconnecté pour une signature en mobilité hors connexion
- L'horodatage qualifié La Poste, le chiffrement de données et le service de vérification des signatures.

Avantages de la solution de signature électronique de Docaposte :
- Une mise en place simple
- Un parcours signataire fluide et rapide par les utilisateurs
- Un fichier de preuves archivé 10 ans, une conformité à la réglementation, 
- un pilotage et suivi de vos différents parcours de signature, une traçabilité complète de tous les circuits de signature et de tous les signataires
- Une garantie d’intégrité du document, des documents traités et archivés en France dans des coffres à vocation probatoire

Les contacter :
- Contacter un conseiller : https://www.docaposte.com/solutions/signature-electronique?gclid=Cj0KCQjw_r6hBhDdARIsAMIDhV8MkcG6mcsVR77IvzXtzfIJLIwevUWobqHpyFLlDdW3bzcGOWxC89MaAkNDEALw_wcB#form",Docaposte,Signature électronique,https://www.docaposte.com/solutions/signature-electronique,https://www.youtube.com/watch?v=kEIGo_wNSAE,docaposte
DreamAudit,"Solution en SAAS pour les missions d'audit.

DreamAudit, c’est LA solution full web pour vos missions d’audit, par le même éditeur que RevisAudit. La solution est simple d'utilisation, intuitive et fiable, offrant une gestion des dossiers partout où vous êtes.

Les fonctionnalités de la solution :
- Gérez de manière globale toutes vos missions de Commissariat aux Comptes grâce à nos modules Société et Association
- Accédez à l'ensemble de vos dossiers depuis n'importe où via une connexion internet avec l'application web DreamAudit
- Suivez une navigation simple en 5 étapes pour une mission d'audit organisée
- Partagez facilement des fichiers avec vos clients en utilisant la fonctionnalité ""client connecté""
- Automatisez la gestion de vos missions d'audit financier avec la génération et gestion automatique des documents
- Suivez la conformité aux Normes d'Exercice Professionnel grâce aux mises à jour régulières

Les avantages de la solution :
- Solution full web, accessible partout via une connexion internet
- Interface ergonomique et simple d'utilisation pour une gestion de mission d'audit efficace
- Travail collaboratif en temps réel avec vos collaborateurs et clients pour une meilleure productivité
- Sécurité renforcée avec des serveurs cryptés, une authentification à deux facteurs, des fonctions d'administration et des dossiers protégés par mot de passe
- Accès facile aux formations en ligne avec des experts pour une prise en main rapide de l'outil

Aller plus loin :
- Demander une démo : https://dreamaudit.com/fr/contact/",Gest On Line,Audit,https://dreamaudit.com/fr/page-daccueil/,https://www.youtube.com/watch?v=7Ggyu1HLNfw,dreamaudit
